Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Sports Direct,1197831,04-09-2021 00:00,South,Texas,Dallas,Men's Street Footwear,$13.00,233,"$3,029.00",$115.00,Outlet
West Gear,1128299,07-02-2020 00:00,West,Nevada,Las Vegas,Men's Street Footwear,$48.00,233,"$11,184.00",$492.00,Outlet
Sports Direct,1197831,21-04-2021 00:00,South,Tennessee,Knoxville,Men's Street Footwear,$29.00,233,"$6,757.00",$345.00,Outlet
Sports Direct,1197831,01-09-2021 00:00,South,Alabama,Birmingham,Men's Athletic Footwear,$35.00,233,"$8,155.00",$383.00,Outlet
Sports Direct,1197831,12-09-2021 00:00,South,Alabama,Birmingham,Men's Street Footwear,$27.00,233,"$6,291.00",$346.00,Outlet
Sports Direct,1197831,13-09-2021 00:00,South,Alabama,Birmingham,Men's Athletic Footwear,$39.00,233,"$9,087.00",$491.00,Outlet
Foot Locker,1128299,24-06-2021 00:00,Southeast,Virginia,Richmond,Men's Street Footwear,$37.00,233,"$8,621.00",$319.00,Outlet
Sports Direct,1185732,19-01-2021 00:00,Southeast,Virginia,Richmond,Men's Street Footwear,$23.00,233,"$5,359.00",$279.00,Outlet
West Gear,1128299,23-12-2021 00:00,West,Oregon,Portland,Men's Athletic Footwear,$56.00,233,"$13,048.00",$522.00,Outlet
West Gear,1197831,04-06-2021 00:00,West,Idaho,Boise,Men's Street Footwear,$31.00,233,"$7,223.00",$274.00,Outlet
Foot Locker,1197831,08-08-2021 00:00,West,Idaho,Boise,Men's Street Footwear,$38.00,233,"$8,854.00",$372.00,Outlet
Walmart,1197831,20-08-2021 00:00,South,Arkansas,Little Rock,Men's Street Footwear,$43.00,233,"$10,019.00",$451.00,Outlet
Walmart,1197831,11-08-2020 00:00,South,Texas,Houston,Women's Apparel,$39.00,232,"$9,048.00",$552.00,Online
Walmart,1197831,20-08-2020 00:00,South,Texas,Houston,Women's Street Footwear,$37.00,232,"$8,584.00",$421.00,Online
Kohl's,1189833,14-05-2021 00:00,West,California,Los Angeles,Men's Athletic Footwear,$51.00,232,"$11,832.00",$426.00,Online
Sports Direct,1185732,15-09-2021 00:00,Midwest,Michigan,Detroit,Men's Street Footwear,$42.00,232,"$9,744.00",$614.00,Online
Foot Locker,1185732,05-09-2021 00:00,Southeast,South Carolina,Charleston,Women's Apparel,$52.00,232,"$12,064.00",$724.00,Online
Amazon,1185732,11-06-2021 00:00,Midwest,Ohio,Columbus,Men's Street Footwear,$49.00,232,"$11,368.00",$603.00,Online
Sports Direct,1197831,08-08-2020 00:00,South,Texas,Houston,Women's Street Footwear,$24.00,232,"$5,568.00",$206.00,Outlet
Kohl's,1189833,03-05-2021 00:00,West,California,Los Angeles,Women's Street Footwear,$34.00,232,"$7,888.00",$347.00,Outlet
Kohl's,1189833,30-05-2021 00:00,West,California,Los Angeles,Women's Apparel,$44.00,232,"$10,208.00",$255.00,Outlet
Sports Direct,1197831,28-09-2021 00:00,South,Texas,Dallas,Men's Street Footwear,$38.00,232,"$8,816.00",$406.00,Outlet
Sports Direct,1197831,26-04-2021 00:00,South,Tennessee,Knoxville,Women's Apparel,$40.00,232,"$9,280.00",$622.00,Outlet
Foot Locker,1197831,04-12-2021 00:00,West,Idaho,Boise,Women's Apparel,$47.00,232,"$10,904.00",$665.00,Outlet
Walmart,1185732,16-09-2021 00:00,South,Mississippi,Jackson,Men's Street Footwear,$40.00,232,"$9,280.00",$408.00,Outlet
Foot Locker,1185732,14-03-2020 00:00,Northeast,New York,New York,Men's Apparel,$58.00,231,"$13,398.00",$576.00,Online
Kohl's,1189833,19-05-2021 00:00,West,California,Los Angeles,Men's Street Footwear,$49.00,231,"$11,319.00",$566.00,Online
Sports Direct,1197831,16-09-2021 00:00,South,Texas,Dallas,Men's Street Footwear,$41.00,231,"$9,471.00",$492.00,Online
Sports Direct,1197831,17-10-2021 00:00,South,Texas,Dallas,Men's Athletic Footwear,$56.00,231,"$12,936.00",$673.00,Online
West Gear,1185732,19-09-2020 00:00,Southeast,Florida,Miami,Women's Street Footwear,$53.00,231,"$12,243.00",$453.00,Online
West Gear,1197831,04-06-2021 00:00,West,Idaho,Boise,Women's Apparel,$55.00,231,"$12,705.00",$775.00,Online
Foot Locker,1185732,06-08-2021 00:00,Southeast,South Carolina,Charleston,Women's Street Footwear,$50.00,231,"$11,550.00",$462.00,Online
Sports Direct,1185732,06-01-2021 00:00,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00,231,"$7,623.00",$381.00,Online
Sports Direct,1185732,04-06-2021 00:00,Southeast,North Carolina,Charlotte,Women's Apparel,$67.00,231,"$15,477.00",$929.00,Online
Sports Direct,1185732,03-08-2021 00:00,Southeast,North Carolina,Charlotte,Women's Apparel,$54.00,231,"$12,474.00",$798.00,Online
Amazon,1185732,11-02-2021 00:00,Southeast,North Carolina,Charlotte,Men's Street Footwear,$32.00,231,"$7,392.00",$370.00,Online
Amazon,1185732,09-03-2021 00:00,Midwest,Ohio,Columbus,Men's Street Footwear,$27.00,231,"$6,237.00",$324.00,Online
Amazon,1185732,09-12-2021 00:00,Midwest,Ohio,Columbus,Men's Street Footwear,$70.00,231,"$16,170.00",$809.00,Online
Sports Direct,1197831,30-07-2020 00:00,South,Texas,Houston,Women's Apparel,$26.00,231,"$6,006.00",$330.00,Outlet
West Gear,1128299,14-11-2020 00:00,West,California,San Francisco,Men's Athletic Footwear,$39.00,231,"$9,009.00",$207.00,Outlet
Kohl's,1189833,27-05-2021 00:00,West,California,Los Angeles,Women's Street Footwear,$39.00,231,"$9,009.00",$414.00,Outlet
Sports Direct,1197831,29-08-2021 00:00,South,Texas,Dallas,Men's Street Footwear,$13.00,231,"$3,003.00",$120.00,Outlet
Walmart,1128299,17-08-2021 00:00,Southeast,Florida,Orlando,Women's Street Footwear,$62.00,231,"$14,322.00",$473.00,Outlet
Walmart,1128299,17-11-2021 00:00,Southeast,Florida,Orlando,Men's Athletic Footwear,$46.00,231,"$10,626.00",$340.00,Outlet
Foot Locker,1128299,24-06-2021 00:00,Southeast,Virginia,Richmond,Women's Apparel,$82.00,231,"$18,942.00",$701.00,Outlet
West Gear,1185732,10-12-2021 00:00,West,Utah,Salt Lake City,Men's Street Footwear,$29.00,231,"$6,699.00",$308.00,Outlet
West Gear,1128299,24-06-2021 00:00,West,Oregon,Portland,Women's Apparel,$74.00,231,"$17,094.00",$564.00,Outlet
Foot Locker,1185732,29-01-2020 00:00,Northeast,New York,New York,Men's Apparel,$59.00,230,"$13,570.00",$570.00,Online
Foot Locker,1185732,09-02-2020 00:00,Northeast,New York,New York,Women's Athletic Footwear,$46.00,230,"$10,580.00",$508.00,Online
West Gear,1128299,13-11-2020 00:00,West,California,San Francisco,Men's Street Footwear,$49.00,230,"$11,270.00",$507.00,Online
Foot Locker,1185732,08-08-2020 00:00,West,Washington,Seattle,Women's Street Footwear,$34.00,230,"$7,820.00",$305.00,Online
Walmart,1197831,23-10-2020 00:00,South,Texas,Houston,Women's Athletic Footwear,$36.00,230,"$8,280.00",$414.00,Outlet
Kohl's,1189833,05-05-2021 00:00,West,California,Los Angeles,Men's Apparel,$43.00,230,"$9,890.00",$613.00,Outlet
Sports Direct,1197831,17-08-2021 00:00,South,Texas,Dallas,Men's Street Footwear,$19.00,230,"$4,370.00",$140.00,Outlet
Sports Direct,1197831,05-09-2021 00:00,West,Idaho,Boise,Men's Street Footwear,$41.00,230,"$9,430.00",$434.00,Outlet
West Gear,1197831,20-08-2021 00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,$41.00,230,"$9,430.00",$396.00,Outlet
West Gear,1128299,25-12-2020 00:00,West,California,San Francisco,Men's Street Footwear,$56.00,228,"$12,768.00",$600.00,Online
Kohl's,1185732,10-07-2021 00:00,West,Wyoming,Cheyenne,Men's Street Footwear,$48.00,228,"$10,944.00",$700.00,Online
Sports Direct,1185732,05-12-2021 00:00,Southeast,South Carolina,Charleston,Women's Apparel,$68.00,228,"$15,504.00",$930.00,Online
Amazon,1185732,10-08-2021 00:00,Midwest,Ohio,Columbus,Men's Street Footwear,$61.00,228,"$13,908.00",$695.00,Online
Sports Direct,1197831,05-08-2020 00:00,South,Texas,Houston,Women's Apparel,$29.00,228,"$6,612.00",$364.00,Outlet
Walmart,1197831,03-09-2020 00:00,South,Texas,Houston,Men's Apparel,$35.00,228,"$7,980.00",$271.00,Outlet
West Gear,1128299,03-01-2021 00:00,West,California,San Francisco,Women's Athletic Footwear,$42.00,228,"$9,576.00",$402.00,Outlet
West Gear,1128299,09-02-2021 00:00,West,California,San Francisco,Men's Apparel,$51.00,228,"$11,628.00",$547.00,Outlet
Kohl's,1189833,20-03-2021 00:00,West,California,Los Angeles,Men's Athletic Footwear,$36.00,228,"$8,208.00",$230.00,Outlet
Kohl's,1189833,28-04-2021 00:00,West,California,Los Angeles,Women's Athletic Footwear,$29.00,228,"$6,612.00",$264.00,Outlet
Sports Direct,1197831,12-10-2021 00:00,South,Texas,Dallas,Women's Street Footwear,$51.00,228,"$11,628.00",$512.00,Outlet
Sports Direct,1197831,02-09-2021 00:00,South,Alabama,Birmingham,Women's Street Footwear,$35.00,228,"$7,980.00",$407.00,Outlet
West Gear,1185732,10-03-2021 00:00,West,Utah,Salt Lake City,Men's Street Footwear,$20.00,228,"$4,560.00",$196.00,Outlet
West Gear,1185732,12-05-2021 00:00,West,Utah,Salt Lake City,Men's Street Footwear,$27.00,228,"$6,156.00",$265.00,Outlet
West Gear,1185732,12-09-2021 00:00,West,Utah,Salt Lake City,Men's Street Footwear,$23.00,228,"$5,244.00",$236.00,Outlet
Walmart,1197831,19-05-2021 00:00,South,Arkansas,Little Rock,Men's Street Footwear,$26.00,228,"$5,928.00",$273.00,Outlet
Foot Locker,1185732,08-06-2021 00:00,Midwest,Illinois,Chicago,Women's Street Footwear,$35.00,225,"$7,875.00","$2,756.00",Outlet
Foot Locker,1185732,14-06-2021 00:00,Midwest,Illinois,Chicago,Women's Street Footwear,$40.00,225,"$9,000.00","$3,150.00",Outlet
Foot Locker,1185732,15-07-2021 00:00,Midwest,Illinois,Chicago,Women's Athletic Footwear,$40.00,225,"$9,000.00","$3,600.00",Outlet
Foot Locker,1185732,24-10-2021 00:00,South,Texas,Dallas,Women's Street Footwear,$35.00,225,"$7,875.00","$3,150.00",Outlet
Foot Locker,1185732,28-10-2020 00:00,Midwest,Minnesota,Minneapolis,Women's Apparel,$35.00,225,"$7,875.00","$3,544.00",In-store
Foot Locker,1185732,24-11-2020 00:00,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$40.00,225,"$9,000.00","$2,700.00",Outlet
Foot Locker,1185732,30-11-2020 00:00,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$40.00,225,"$9,000.00","$2,700.00",Outlet
Foot Locker,1185732,22-05-2021 00:00,South,Tennessee,Knoxville,Men's Athletic Footwear,$35.00,225,"$7,875.00","$2,756.00",Outlet
Foot Locker,1185732,23-05-2021 00:00,South,Tennessee,Knoxville,Women's Street Footwear,$25.00,225,"$5,625.00","$1,969.00",Outlet
Foot Locker,1185732,26-05-2021 00:00,Midwest,Nebraska,Omaha,Women's Apparel,$35.00,225,"$7,875.00","$3,938.00",Outlet
Foot Locker,1185732,28-06-2021 00:00,Midwest,Nebraska,Omaha,Women's Street Footwear,$35.00,225,"$7,875.00","$2,756.00",Outlet
Amazon,1185732,04-11-2021 00:00,Northeast,Maine,Portland,Women's Apparel,$40.00,225,"$9,000.00","$3,600.00",Outlet
Foot Locker,1185732,18-04-2021 00:00,Midwest,Missouri,St. Louis,Men's Apparel,$40.00,225,"$9,000.00","$3,150.00",In-store
Foot Locker,1185732,19-05-2021 00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$30.00,225,"$6,750.00","$2,700.00",In-store
Foot Locker,1185732,18-10-2021 00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$25.00,225,"$5,625.00","$2,250.00",In-store
Foot Locker,1185732,18-10-2021 00:00,Midwest,Missouri,St. Louis,Men's Apparel,$35.00,225,"$7,875.00","$2,756.00",In-store
West Gear,1128299,18-05-2021 00:00,South,Louisiana,New Orleans,Men's Apparel,$40.00,225,"$9,000.00","$4,050.00",In-store
Foot Locker,1128299,23-02-2021 00:00,West,Arizona,Phoenix,Women's Athletic Footwear,$40.00,225,"$9,000.00","$3,150.00",Online
Amazon,1185732,22-06-2021 00:00,Southeast,Kentucky,Louisville,Women's Street Footwear,$30.00,225,"$6,750.00","$2,700.00",Online
Amazon,1185732,21-07-2021 00:00,Southeast,Kentucky,Louisville,Women's Athletic Footwear,$40.00,225,"$9,000.00","$3,600.00",Online
Amazon,1185732,23-09-2021 00:00,Southeast,Kentucky,Louisville,Women's Street Footwear,$35.00,225,"$7,875.00","$3,150.00",Online
Walmart,1197831,20-04-2021 00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,$20.00,225,"$4,500.00","$1,800.00",Online
West Gear,1197831,23-01-2021 00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,$20.00,225,"$4,500.00","$1,800.00",Online
West Gear,1197831,20-04-2021 00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$25.00,225,"$5,625.00","$1,969.00",Online
West Gear,1197831,20-04-2021 00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,$15.00,225,"$3,375.00","$1,350.00",Online
West Gear,1197831,19-05-2021 00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$35.00,225,"$7,875.00","$3,150.00",Online
West Gear,1197831,21-10-2021 00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,$20.00,225,"$4,500.00","$1,800.00",Online
Kohl's,1197831,14-02-2021 00:00,Midwest,Kansas,Wichita,Men's Apparel,$35.00,225,"$7,875.00","$2,756.00",Online
Kohl's,1197831,12-03-2021 00:00,Midwest,Kansas,Wichita,Men's Athletic Footwear,$20.00,225,"$4,500.00","$1,575.00",Online
Kohl's,1197831,12-09-2021 00:00,Midwest,Kansas,Wichita,Women's Athletic Footwear,$15.00,225,"$3,375.00","$1,181.00",Online
Kohl's,1197831,12-09-2021 00:00,Midwest,Kansas,Wichita,Men's Apparel,$25.00,225,"$5,625.00","$1,969.00",Online
Foot Locker,1185732,12-02-2021 00:00,Midwest,Kansas,Wichita,Women's Street Footwear,$30.00,225,"$6,750.00","$2,025.00",Online
Foot Locker,1185732,11-03-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$30.00,225,"$6,750.00","$2,025.00",Online
Foot Locker,1185732,11-03-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Apparel,$40.00,225,"$9,000.00","$3,600.00",Online
Foot Locker,1185732,11-07-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$40.00,225,"$9,000.00","$2,700.00",Online
Foot Locker,1185732,12-08-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$40.00,225,"$9,000.00","$2,700.00",Online
Sports Direct,1185732,09-02-2021 00:00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$25.00,225,"$5,625.00","$1,688.00",Online
Sports Direct,1185732,08-03-2021 00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,$20.00,225,"$4,500.00","$1,350.00",Online
Sports Direct,1185732,08-03-2021 00:00,Midwest,North Dakota,Fargo,Women's Apparel,$30.00,225,"$6,750.00","$2,700.00",Online
Sports Direct,1185732,08-07-2021 00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,$40.00,225,"$9,000.00","$2,700.00",In-store
Sports Direct,1185732,09-08-2021 00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,$40.00,225,"$9,000.00","$2,700.00",In-store
Foot Locker,1185732,05-03-2021 00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,$10.00,225,"$2,250.00",$675.00,In-store
Foot Locker,1185732,07-05-2021 00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$40.00,225,"$9,000.00","$3,150.00",In-store
Foot Locker,1185732,05-07-2021 00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,$40.00,225,"$9,000.00","$2,700.00",In-store
Foot Locker,1185732,06-08-2021 00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,$40.00,225,"$9,000.00","$2,700.00",In-store
Foot Locker,1185732,07-09-2021 00:00,Midwest,Iowa,Des Moines,Women's Apparel,$40.00,225,"$9,000.00","$3,600.00",In-store
West Gear,1185732,02-03-2021 00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$10.00,225,"$2,250.00",$675.00,In-store
West Gear,1185732,02-03-2021 00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,$20.00,225,"$4,500.00","$1,800.00",In-store
West Gear,1185732,02-07-2021 00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$40.00,225,"$9,000.00","$2,700.00",In-store
West Gear,1185732,03-08-2021 00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$40.00,225,"$9,000.00","$2,700.00",In-store
West Gear,1185732,03-10-2021 00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,$35.00,225,"$7,875.00","$2,756.00",In-store
West Gear,1185732,03-11-2021 00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,$35.00,225,"$7,875.00","$2,363.00",In-store
West Gear,1185732,09-03-2021 00:00,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$25.00,225,"$5,625.00","$2,250.00",In-store
West Gear,1185732,11-05-2021 00:00,Midwest,Indiana,Indianapolis,Women's Street Footwear,$35.00,225,"$7,875.00","$2,756.00",In-store
West Gear,1185732,10-08-2021 00:00,Midwest,Indiana,Indianapolis,Women's Street Footwear,$40.00,225,"$9,000.00","$3,150.00",In-store
West Gear,1185732,11-09-2021 00:00,Midwest,Indiana,Indianapolis,Women's Apparel,$40.00,225,"$9,000.00","$3,600.00",In-store
West Gear,1185732,16-03-2021 00:00,Northeast,West Virginia,Charleston,Men's Apparel,$40.00,225,"$9,000.00","$3,600.00",In-store
West Gear,1185732,18-09-2021 00:00,Northeast,West Virginia,Charleston,Women's Athletic Footwear,$25.00,225,"$5,625.00","$2,250.00",In-store
West Gear,1185732,18-09-2021 00:00,Northeast,West Virginia,Charleston,Men's Apparel,$35.00,225,"$7,875.00","$3,150.00",In-store
Foot Locker,1185732,24-01-2021 00:00,Northeast,West Virginia,Charleston,Men's Athletic Footwear,$35.00,225,"$7,875.00","$2,756.00",In-store
Foot Locker,1185732,24-01-2021 00:00,Northeast,West Virginia,Charleston,Women's Street Footwear,$25.00,225,"$5,625.00","$1,969.00",In-store
Foot Locker,1185732,24-01-2021 00:00,Northeast,West Virginia,Charleston,Women's Apparel,$35.00,225,"$7,875.00","$2,363.00",In-store
West Gear,1185732,22-02-2021 00:00,Northeast,Maryland,Baltimore,Women's Apparel,$35.00,225,"$7,875.00","$2,363.00",In-store
Foot Locker,1185732,15-02-2021 00:00,Northeast,Maryland,Baltimore,Men's Athletic Footwear,$40.00,225,"$9,000.00","$3,150.00",In-store
Foot Locker,1185732,14-04-2021 00:00,Northeast,Delaware,Wilmington,Men's Athletic Footwear,$40.00,225,"$9,000.00","$3,150.00",In-store
Foot Locker,1185732,14-04-2021 00:00,Northeast,Delaware,Wilmington,Women's Street Footwear,$30.00,225,"$6,750.00","$2,700.00",In-store
Kohl's,1185732,08-02-2021 00:00,Northeast,Delaware,Wilmington,Women's Street Footwear,$25.00,225,"$5,625.00","$2,250.00",In-store
Kohl's,1185732,06-03-2021 00:00,Northeast,New Jersey,Newark,Women's Street Footwear,$25.00,225,"$5,625.00","$2,250.00",In-store
Kohl's,1185732,06-03-2021 00:00,Northeast,New Jersey,Newark,Women's Apparel,$35.00,225,"$7,875.00","$3,150.00",In-store
Sports Direct,1185732,03-03-2021 00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$40.00,225,"$9,000.00","$3,600.00",In-store
Foot Locker,1185732,10-01-2021 00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$35.00,225,"$7,875.00","$2,756.00",In-store
Foot Locker,1185732,10-01-2021 00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,$25.00,225,"$5,625.00","$2,250.00",In-store
Foot Locker,1185732,10-01-2021 00:00,Northeast,Connecticut,Hartford,Women's Apparel,$35.00,225,"$7,875.00","$3,150.00",In-store
Foot Locker,1185732,08-02-2021 00:00,Northeast,Rhode Island,Providence,Women's Apparel,$35.00,225,"$7,875.00","$3,150.00",In-store
Foot Locker,1185732,08-06-2021 00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,$40.00,225,"$9,000.00","$3,600.00",In-store
Amazon,1185732,11-04-2021 00:00,Northeast,Vermont,Burlington,Women's Street Footwear,$35.00,225,"$7,875.00","$2,756.00",In-store
Walmart,1185732,06-05-2020 00:00,Northeast,New York,New York,Women's Athletic Footwear,$54.00,225,"$12,150.00",$559.00,Online
Sports Direct,1197831,20-07-2020 00:00,Northeast,New York,New York,Men's Athletic Footwear,$34.00,225,"$7,650.00",$375.00,Online
Sports Direct,1197831,07-08-2020 00:00,South,Texas,Houston,Men's Athletic Footwear,$38.00,225,"$8,550.00",$385.00,Online
Walmart,1197831,14-08-2020 00:00,South,Texas,Houston,Women's Street Footwear,$33.00,225,"$7,425.00",$356.00,Online
Walmart,1197831,04-09-2020 00:00,South,Texas,Houston,Women's Apparel,$46.00,225,"$10,350.00",$673.00,Online
West Gear,1128299,01-01-2021 00:00,West,California,San Francisco,Men's Athletic Footwear,$64.00,225,"$14,400.00",$518.00,Online
West Gear,1128299,26-01-2021 00:00,West,California,San Francisco,Women's Street Footwear,$52.00,225,"$11,700.00",$468.00,Online
Kohl's,1189833,13-03-2021 00:00,West,California,Los Angeles,Men's Street Footwear,$34.00,225,"$7,650.00",$405.00,Online
Kohl's,1189833,20-04-2021 00:00,West,California,Los Angeles,Men's Athletic Footwear,$47.00,225,"$10,575.00",$370.00,Online
